model_id,family,task,advertised,command,returncode,stdout_path,stderr_path,output_json_path,draw_path,runtime_ms,json_parseable,output_schema_valid,final_state,blocker_code,recommended_fix,missing_information,package_bug,external_blocker,license_blocker,retry_count,evidence_file
owlv2-base-patch16,owlv2,open_vocab_detect,True,"/home/arash/miniconda3/bin/python -m visionservex predict owlv2-base-patch16 /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --prompt person,car --json --save-json /tmp/vsx_smoke_owlv2-base-patch16.json",0,reports/smoke_logs/owlv2-base-patch16.stdout,reports/smoke_logs/owlv2-base-patch16.stderr,/tmp/vsx_smoke_owlv2-base-patch16.json,,5526.0449680063175,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_owlv2-base-patch16.json
owlv2-large-patch14,owlv2,open_vocab_detect,True,"/home/arash/miniconda3/bin/python -m visionservex predict owlv2-large-patch14 /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --prompt person,car --json --save-json /tmp/vsx_smoke_owlv2-large-patch14.json",0,reports/smoke_logs/owlv2-large-patch14.stdout,reports/smoke_logs/owlv2-large-patch14.stderr,/tmp/vsx_smoke_owlv2-large-patch14.json,,5838.733786993544,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_owlv2-large-patch14.json
owlvit-base-patch32,owlvit,open_vocab_detect,True,"/home/arash/miniconda3/bin/python -m visionservex predict owlvit-base-patch32 /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --prompt person,car --json --save-json /tmp/vsx_smoke_owlvit-base-patch32.json",0,reports/smoke_logs/owlvit-base-patch32.stdout,reports/smoke_logs/owlvit-base-patch32.stderr,/tmp/vsx_smoke_owlvit-base-patch32.json,,5306.44842699985,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_owlvit-base-patch32.json
owlvit-large-patch14,owlvit,open_vocab_detect,True,"/home/arash/miniconda3/bin/python -m visionservex predict owlvit-large-patch14 /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --prompt person,car --json --save-json /tmp/vsx_smoke_owlvit-large-patch14.json",0,reports/smoke_logs/owlvit-large-patch14.stdout,reports/smoke_logs/owlvit-large-patch14.stderr,/tmp/vsx_smoke_owlvit-large-patch14.json,,5905.049029999645,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_owlvit-large-patch14.json
oneformer-convnext-large,oneformer,segment,True,/home/arash/miniconda3/bin/python -m visionservex predict oneformer-convnext-large /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_oneformer-convnext-large.json,1,reports/smoke_logs/oneformer-convnext-large.stdout,reports/smoke_logs/oneformer-convnext-large.stderr,/tmp/vsx_smoke_oneformer-convnext-large.json,,2056.428957002936,False,False,expected_blocker,DOWNLOAD_FAILED,,,False,True,False,0,/tmp/vsx_smoke_oneformer-convnext-large.json
oneformer-dinat-large,oneformer,segment,True,/home/arash/miniconda3/bin/python -m visionservex predict oneformer-dinat-large /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_oneformer-dinat-large.json,1,reports/smoke_logs/oneformer-dinat-large.stdout,reports/smoke_logs/oneformer-dinat-large.stderr,/tmp/vsx_smoke_oneformer-dinat-large.json,,6030.043859005673,False,False,expected_blocker,DEPENDENCY_REQUIRED,,,False,True,False,0,/tmp/vsx_smoke_oneformer-dinat-large.json
oneformer-swin-large,oneformer,segment,True,/home/arash/miniconda3/bin/python -m visionservex predict oneformer-swin-large /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_oneformer-swin-large.json,0,reports/smoke_logs/oneformer-swin-large.stdout,reports/smoke_logs/oneformer-swin-large.stderr,/tmp/vsx_smoke_oneformer-swin-large.json,,6013.4790140000405,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_oneformer-swin-large.json
rfdetr-seg-medium,rfdetr,segment,True,/home/arash/miniconda3/bin/python -m visionservex predict rfdetr-seg-medium /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_rfdetr-seg-medium.json,0,reports/smoke_logs/rfdetr-seg-medium.stdout,reports/smoke_logs/rfdetr-seg-medium.stderr,/tmp/vsx_smoke_rfdetr-seg-medium.json,,4458.395244000712,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_rfdetr-seg-medium.json
rfdetr-seg-nano,rfdetr,segment,True,/home/arash/miniconda3/bin/python -m visionservex predict rfdetr-seg-nano /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_rfdetr-seg-nano.json,0,reports/smoke_logs/rfdetr-seg-nano.stdout,reports/smoke_logs/rfdetr-seg-nano.stderr,/tmp/vsx_smoke_rfdetr-seg-nano.json,,4454.586254010792,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_rfdetr-seg-nano.json
rfdetr-seg-small,rfdetr,segment,True,/home/arash/miniconda3/bin/python -m visionservex predict rfdetr-seg-small /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_rfdetr-seg-small.json,0,reports/smoke_logs/rfdetr-seg-small.stdout,reports/smoke_logs/rfdetr-seg-small.stderr,/tmp/vsx_smoke_rfdetr-seg-small.json,,4416.218797996407,True,True,smoke_passed,,,,False,False,False,0,/tmp/vsx_smoke_rfdetr-seg-small.json
florence-2-base,florence-2,vlm,True,/home/arash/miniconda3/bin/python -m visionservex predict florence-2-base /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_florence-2-base.json,1,reports/smoke_logs/florence-2-base.stdout,reports/smoke_logs/florence-2-base.stderr,/tmp/vsx_smoke_florence-2-base.json,,1893.8816779991612,False,False,expected_blocker,DEPENDENCY_REQUIRED,,,False,True,False,0,/tmp/vsx_smoke_florence-2-base.json
florence-2-large,florence-2,vlm,True,/home/arash/miniconda3/bin/python -m visionservex predict florence-2-large /home/arash/PycharmProjects/VisionServeX/tests/assets/smoke/coco_person_car.jpg --device cuda --json --save-json /tmp/vsx_smoke_florence-2-large.json,1,reports/smoke_logs/florence-2-large.stdout,reports/smoke_logs/florence-2-large.stderr,/tmp/vsx_smoke_florence-2-large.json,,1903.3526329876622,False,False,expected_blocker,DEPENDENCY_REQUIRED,,,False,True,False,0,/tmp/vsx_smoke_florence-2-large.json
